State,State2,County,Data_Value,Short_Question_Text,Long,Lat
AL,Alabama,Escambia,34.1,Physical Inactivity,-87.16174265,31.12619904
AR,Arkansas,Lincoln,25.1,Depression,-91.73443276,33.95698701
AL,Alabama,Washington,21.2,Current Cigarette Smoking,-88.20817141,31.40754999
AK,Alaska,Bethel,23.3,Frequent Mental Distress,-159.823241,60.91288609
CA,California,Mendocino,35.5,Short Sleep Duration,-123.3913218,39.44031148
AK,Alaska,Copper River,22.6,Physical Inactivity,-143.9679895,61.88338372
CA,California,Colusa,18.8,Frequent Mental Distress,-122.2381269,39.17767937
AR,Arkansas,Pope,29.7,Depression,-93.0344857,35.44807726
AR,Arkansas,Prairie,19.8,Frequent Mental Distress,-91.55277242,34.82968055
CA,California,Lake,30.7,Obesity,-122.7534136,39.0999887
AZ,Arizona,La Paz,18.2,Binge Drinking,-113.9815375,33.72925711
AR,Arkansas,Conway,39.5,Short Sleep Duration,-92.70123997,35.26254363
AR,Arkansas,Franklin,40.6,Short Sleep Duration,-93.8905515,35.51244013
AL,Alabama,Colbert,26.5,Depression,-87.80496579,34.70043968
AL,Alabama,Coosa,32.8,Physical Inactivity,-86.24756551,32.93622019
AR,Arkansas,Drew,20.8,Frequent Mental Distress,-91.7196579,33.58941136
AR,Arkansas,Madison,36,Obesity,-93.72425841,36.01133633
CA,California,Riverside,38.5,Short Sleep Duration,-115.9947649,33.74377104
AK,Alaska,Lake and Peninsula,40.3,Short Sleep Duration,-156.1941128,58.64892918
AL,Alabama,Perry,21.1,Current Cigarette Smoking,-87.29427272,32.63847977
AK,Alaska,Hoonah-Angoon,18.3,Frequent Mental Distress,-135.6413525,58.28666746
CA,California,Sonoma,10,Current Cigarette Smoking,-122.8875681,38.52873432
AR,Arkansas,Montgomery,13.6,Binge Drinking,-93.65949296,34.53916641
CA,California,Mendocino,13.6,Current Cigarette Smoking,-123.3913218,39.44031148
AR,Arkansas,Scott,38.4,Obesity,-94.06316919,34.86087707
AR,Arkansas,Faulkner,37.8,Obesity,-92.33187626,35.14717296
AR,Arkansas,Polk,21.8,Current Cigarette Smoking,-94.22822104,34.48585924
AL,Alabama,Lowndes,49.5,Short Sleep Duration,-86.65006118,32.15502624
AK,Alaska,Bethel,41.5,Obesity,-159.823241,60.91288609
AR,Arkansas,Pulaski,38.3,Short Sleep Duration,-92.31195483,34.77003945
AL,Alabama,Chilton,16.6,Binge Drinking,-86.71856029,32.84792673
AR,Arkansas,Ashley,42.1,Obesity,-91.76846772,33.19123953
AR,Arkansas,Craighead,21.3,Frequent Mental Distress,-90.63293368,35.83082466
CA,California,Mariposa,17,Frequent Mental Distress,-119.9054123,37.58154637
AR,Arkansas,Conway,27.5,Depression,-92.70123997,35.26254363
AL,Alabama,Mobile,19.1,Current Cigarette Smoking,-88.2064091,30.77916929
AK,Alaska,Bristol Bay,32,Obesity,-156.7001325,58.74402617
AZ,Arizona,Maricopa,34.4,Short Sleep Duration,-112.4914018,33.34909205
AR,Arkansas,Sebastian,20.2,Frequent Mental Distress,-94.27471154,35.19944871
AR,Arkansas,Pulaski,16.3,Current Cigarette Smoking,-92.31195483,34.77003945
AZ,Arizona,Pima,25,Depression,-111.7901798,32.09752374
AR,Arkansas,Montgomery,21.8,Frequent Mental Distress,-93.65949296,34.53916641
AR,Arkansas,Howard,15,Binge Drinking,-93.99380533,34.08890447
AR,Arkansas,Phillips,13,Binge Drinking,-90.84869294,34.42765555
AK,Alaska,Sitka,18.1,Binge Drinking,-135.3151634,57.23352741
AL,Alabama,Colbert,17.6,Current Cigarette Smoking,-87.80496579,34.70043968
AL,Alabama,Lowndes,21.6,Current Cigarette Smoking,-86.65006118,32.15502624
CA,California,Contra Costa,35.1,Short Sleep Duration,-121.9273268,37.91920104
AL,Alabama,Barbour,21.1,Frequent Mental Distress,-85.39281364,31.86981729
AZ,Arizona,Pima,32.8,Obesity,-111.7901798,32.09752374
CA,California,Plumas,15.2,Frequent Mental Distress,-120.8382696,40.00426098
AR,Arkansas,Newton,19.6,Frequent Mental Distress,-93.21756298,35.92009606
AZ,Arizona,Graham,18.4,Binge Drinking,-109.8874027,32.93275534
AR,Arkansas,Bradley,21.5,Current Cigarette Smoking,-92.16248342,33.4666237
CA,California,Napa,17.2,Frequent Mental Distress,-122.3306924,38.50670227
AL,Alabama,Monroe,23.6,Depression,-87.36547088,31.57081678
AL,Alabama,Montgomery,29.6,Physical Inactivity,-86.20769963,32.22070347
AL,Alabama,Butler,13.8,Binge Drinking,-86.6804536,31.75259851
AR,Arkansas,Sebastian,30.3,Depression,-94.27471154,35.19944871
CA,California,Siskiyou,15.9,Current Cigarette Smoking,-122.5405493,41.5927246
CA,California,Siskiyou,21.6,Physical Inactivity,-122.5405493,41.5927246
AR,Arkansas,Polk,22.2,Frequent Mental Distress,-94.22822104,34.48585924
AL,Alabama,Elmore,26.2,Physical Inactivity,-86.14843402,32.59706869
AL,Alabama,Dale,44.3,Obesity,-85.61092668,31.43166296
AL,Alabama,Cleburne,39.4,Obesity,-85.51790759,33.67491729
AZ,Arizona,Graham,39.8,Obesity,-109.8874027,32.93275534
AK,Alaska,Southeast Fairbanks,35.7,Short Sleep Duration,-143.2135508,63.87627881
AL,Alabama,Franklin,15.7,Binge Drinking,-87.84367502,34.44173888
AR,Arkansas,Miller,43.7,Obesity,-93.89242818,33.31231561
AR,Arkansas,Columbia,20.4,Frequent Mental Distress,-93.22752883,33.21440703
AK,Alaska,Prince of Wales-Hyder,22.3,Depression,-133.0551558,55.81730596
AZ,Arizona,Cochise,35.2,Short Sleep Duration,-109.7513848,31.87945885
AL,Alabama,Randolph,27.1,Depression,-85.4593334,33.29386401
AL,Alabama,Tallapoosa,41.8,Obesity,-85.79725769,32.86258693
AR,Arkansas,Franklin,23.4,Current Cigarette Smoking,-93.8905515,35.51244013
AL,Alabama,Wilcox,45.4,Short Sleep Duration,-87.30830957,31.98929393
AK,Alaska,Sitka,20.1,Depression,-135.3151634,57.23352741
CA,California,Los Angeles,18.2,Binge Drinking,-118.2245501,34.32138473
CA,California,Lake,33.4,Short Sleep Duration,-122.7534136,39.0999887
AR,Arkansas,White,22.1,Frequent Mental Distress,-91.745478,35.25608652
AK,Alaska,Sitka,15.8,Current Cigarette Smoking,-135.3151634,57.23352741
AK,Alaska,Skagway,23.9,Physical Inactivity,-135.3360283,59.55927372
AL,Alabama,Marion,19.2,Frequent Mental Distress,-87.8871985,34.13658765
AL,Alabama,Chambers,12.6,Binge Drinking,-85.39175775,32.91416778
AL,Alabama,Lawrence,14.8,Binge Drinking,-87.3108851,34.52167354
AR,Arkansas,Saline,37.2,Short Sleep Duration,-92.67651729,34.64664558
AK,Alaska,Bristol Bay,22.2,Binge Drinking,-156.7001325,58.74402617
AR,Arkansas,Searcy,23.2,Frequent Mental Distress,-92.69949014,35.91112648
AK,Alaska,Yukon-Koyukuk,21.6,Depression,-151.390099,65.5085661
AR,Arkansas,Van Buren,13.5,Binge Drinking,-92.51589227,35.58061188
AR,Arkansas,Marion,18.4,Binge Drinking,-92.68450751,36.26865053
AR,Arkansas,Cross,41.3,Short Sleep Duration,-90.77149451,35.2958747
CA,California,Santa Clara,22,Obesity,-121.6952514,37.23168752
CA,California,Mariposa,16.1,Binge Drinking,-119.9054123,37.58154637
AK,Alaska,Aleutians West,28.9,Obesity,-110.2449123,52.79430361
AL,Alabama,Mobile,29.7,Physical Inactivity,-88.2064091,30.77916929
CA,California,Fresno,14.2,Current Cigarette Smoking,-119.6489945,36.75817144
CA,California,Placer,21.5,Depression,-120.7179932,39.06330308
CA,California,Santa Clara,17,Depression,-121.6952514,37.23168752
CA,California,Contra Costa,18,Binge Drinking,-121.9273268,37.91920104
AR,Arkansas,Howard,18.7,Frequent Mental Distress,-93.99380533,34.08890447
AR,Arkansas,Benton,17.2,Frequent Mental Distress,-94.255831,36.33897815
AR,Arkansas,Lincoln,39.8,Obesity,-91.73443276,33.95698701
AL,Alabama,Limestone,35.8,Obesity,-86.98145381,34.8102608
AL,Alabama,Wilcox,23.6,Current Cigarette Smoking,-87.30830957,31.98929393
AK,Alaska,Kenai Peninsula,29.4,Short Sleep Duration,-151.5538622,60.25996902
AR,Arkansas,Sebastian,29.7,Depression,-94.27471154,35.19944871
AR,Arkansas,Arkansas,43.7,Short Sleep Duration,-91.3742444,34.28904512
AL,Alabama,Dallas,50.5,Obesity,-87.10652061,32.32583068
AR,Arkansas,Sharp,23.2,Frequent Mental Distress,-91.47966484,36.16125258
AR,Arkansas,Lafayette,15.3,Binge Drinking,-93.60742366,33.24141562
AR,Arkansas,Arkansas,22.8,Current Cigarette Smoking,-91.3742444,34.28904512
AK,Alaska,Yukon-Koyukuk,39.5,Obesity,-151.390099,65.5085661
AR,Arkansas,Stone,28.3,Depression,-92.15709888,35.8596285
AZ,Arizona,Maricopa,11.7,Current Cigarette Smoking,-112.4914018,33.34909205
AR,Arkansas,Logan,38,Obesity,-93.71716263,35.21488663
AL,Alabama,Covington,18.6,Frequent Mental Distress,-86.45144491,31.24862007
AR,Arkansas,Craighead,41.3,Short Sleep Duration,-90.63293368,35.83082466
AR,Arkansas,Pope,29.2,Depression,-93.0344857,35.44807726
AL,Alabama,Hale,18.6,Current Cigarette Smoking,-87.62886177,32.7624423
CA,California,El Dorado,14.4,Frequent Mental Distress,-120.5245841,38.77868751
AZ,Arizona,Graham,40.4,Obesity,-109.8874027,32.93275534
AR,Arkansas,Hot Spring,32,Physical Inactivity,-92.94522446,34.31776969
AL,Alabama,Wilcox,10.2,Binge Drinking,-87.30830957,31.98929393
AR,Arkansas,Howard,16.8,Binge Drinking,-93.99380533,34.08890447
CA,California,Butte,24.7,Depression,-121.6011517,39.66637959
AL,Alabama,Chambers,45.4,Obesity,-85.39175775,32.91416778
AR,Arkansas,Baxter,33.6,Physical Inactivity,-92.33695939,36.28699365
CA,California,Nevada,21.3,Physical Inactivity,-120.7678184,39.3015981
AR,Arkansas,Carroll,37.2,Short Sleep Duration,-93.53829902,36.34095951
CA,California,Sonoma,10.5,Current Cigarette Smoking,-122.8875681,38.52873432
AR,Arkansas,Lonoke,17.7,Binge Drinking,-91.88868062,34.75434031
AR,Arkansas,Randolph,29.3,Depression,-91.02760112,36.3412862
AR,Arkansas,Arkansas,38.2,Physical Inactivity,-91.3742444,34.28904512
AK,Alaska,Nome,32.9,Current Cigarette Smoking,-164.0339199,64.91099017
AR,Arkansas,Poinsett,22.5,Frequent Mental Distress,-90.66310531,35.57407584
AL,Alabama,Morgan,38.7,Obesity,-86.85302965,34.45356981
AL,Alabama,Dale,25.7,Depression,-85.61092668,31.43166296
AR,Arkansas,Clark,43.5,Short Sleep Duration,-93.17673085,34.05107572
AR,Arkansas,Jefferson,15.3,Binge Drinking,-91.93065044,34.26848761
AL,Alabama,Autauga,23.8,Depression,-86.64281642,32.53500162
AL,Alabama,Marion,20.6,Frequent Mental Distress,-87.8871985,34.13658765
CA,California,San Bernardino,12.7,Current Cigarette Smoking,-116.1784416,34.8415154
AL,Alabama,Cleburne,39.6,Obesity,-85.51790759,33.67491729
AR,Arkansas,Crittenden,43,Short Sleep Duration,-90.30822166,35.20540904
AK,Alaska,Hoonah-Angoon,18.7,Depression,-135.6413525,58.28666746
AL,Alabama,Escambia,32.7,Physical Inactivity,-87.16174265,31.12619904
CA,California,Kern,18.5,Frequent Mental Distress,-118.7300291,35.34282624
AL,Alabama,Butler,20.4,Current Cigarette Smoking,-86.6804536,31.75259851
AZ,Arizona,Pinal,38.9,Obesity,-111.3447932,32.90451454
AK,Alaska,Kenai Peninsula,15.9,Current Cigarette Smoking,-151.5538622,60.25996902
AL,Alabama,Chambers,25.4,Depression,-85.39175775,32.91416778
CA,California,Napa,12.6,Current Cigarette Smoking,-122.3306924,38.50670227
CA,California,San Bernardino,21.8,Depression,-116.1784416,34.8415154
AR,Arkansas,Izard,19.8,Current Cigarette Smoking,-91.9133749,36.09478627
AL,Alabama,Lauderdale,16.5,Binge Drinking,-87.65409839,34.90144385
AR,Arkansas,Izard,19,Frequent Mental Distress,-91.9133749,36.09478627
CA,California,Marin,30,Short Sleep Duration,-122.7235549,38.07351384
AL,Alabama,Walker,28.7,Depression,-87.29780924,33.80312536
AR,Arkansas,Pulaski,39.2,Short Sleep Duration,-92.31195483,34.77003945
AR,Arkansas,Perry,40.2,Short Sleep Duration,-92.93087926,34.94739198
AZ,Arizona,Apache,27.1,Current Cigarette Smoking,-109.4888192,35.39546817
AL,Alabama,Coosa,30.8,Physical Inactivity,-86.24756551,32.93622019
AK,Alaska,Kodiak Island,38.7,Short Sleep Duration,-153.7898123,57.68088748
AL,Alabama,Marshall,16.8,Binge Drinking,-86.30620232,34.36738471
AR,Arkansas,Franklin,21,Frequent Mental Distress,-93.8905515,35.51244013
AL,Alabama,Cullman,36.7,Short Sleep Duration,-86.86746177,34.13212323
AL,Alabama,Marengo,46.2,Obesity,-87.78951245,32.2478855
CA,California,Kings,19.5,Frequent Mental Distress,-119.8153941,36.07523803
CA,California,Modoc,19.2,Frequent Mental Distress,-120.7251808,41.58971537
AR,Arkansas,Baxter,35.2,Short Sleep Duration,-92.33695939,36.28699365
AL,Alabama,Dallas,46,Short Sleep Duration,-87.10652061,32.32583068
AR,Arkansas,Howard,26.2,Depression,-93.99380533,34.08890447
AK,Alaska,Bethel,33.3,Current Cigarette Smoking,-159.823241,60.91288609
AL,Alabama,Lee,37.5,Short Sleep Duration,-85.35503621,32.6012545
AR,Arkansas,Marion,39,Short Sleep Duration,-92.68450751,36.26865053
AR,Arkansas,Woodruff,19.9,Frequent Mental Distress,-91.2431471,35.18632224
AK,Alaska,Lake and Peninsula,40.4,Short Sleep Duration,-156.1941128,58.64892918
CA,California,Inyo,19.7,Physical Inactivity,-117.4111126,36.51142269
AK,Alaska,Wrangell,34.4,Obesity,-132.0332911,56.32753529
AL,Alabama,Blount,19.6,Frequent Mental Distress,-86.56745455,33.98084844
AR,Arkansas,Fulton,31.3,Depression,-91.81788808,36.38162063
AL,Alabama,Washington,25.9,Depression,-88.20817141,31.40754999
AR,Arkansas,Cleveland,35.3,Physical Inactivity,-92.18497175,33.89838188
AZ,Arizona,Yavapai,15.2,Current Cigarette Smoking,-112.5536409,34.59969775
AK,Alaska,Bethel,41.1,Obesity,-159.823241,60.91288609
CA,California,Kern,38.5,Short Sleep Duration,-118.7300291,35.34282624
AR,Arkansas,Van Buren,38.2,Physical Inactivity,-92.51589227,35.58061188
CA,California,San Benito,20.1,Depression,-121.0746731,36.60542901
AR,Arkansas,Izard,28.4,Depression,-91.9133749,36.09478627
AR,Arkansas,Lincoln,23.8,Current Cigarette Smoking,-91.73443276,33.95698701
AL,Alabama,Hale,44.9,Short Sleep Duration,-87.62886177,32.7624423
CA,California,Sonoma,28.2,Obesity,-122.8875681,38.52873432
AR,Arkansas,Prairie,37.8,Obesity,-91.55277242,34.82968055
AZ,Arizona,Navajo,23.2,Depression,-110.3214211,35.39975212
AK,Alaska,Yakutat,19.8,Depression,-140.3576601,59.88901414
AL,Alabama,Washington,33.8,Physical Inactivity,-88.20817141,31.40754999
CA,California,Santa Barbara,30.1,Obesity,-120.0153418,34.67140504
AL,Alabama,Houston,29.5,Physical Inactivity,-85.30247486,31.15302316
AK,Alaska,Chugach,15.3,Current Cigarette Smoking,-145.8466703,60.71480954
AK,Alaska,Anchorage,19.1,Binge Drinking,-149.1125458,61.15048237
AR,Arkansas,Chicot,41.2,Physical Inactivity,-91.29335056,33.26674704
CA,California,Del Norte,20.9,Frequent Mental Distress,-123.897121,41.74316086
AR,Arkansas,Calhoun,33.5,Physical Inactivity,-92.50294131,33.55805872
AL,Alabama,Russell,33,Physical Inactivity,-85.18465818,32.28820999
AR,Arkansas,Logan,21.1,Current Cigarette Smoking,-93.71716263,35.21488663
AR,Arkansas,Pulaski,16.7,Current Cigarette Smoking,-92.31195483,34.77003945
CA,California,Mariposa,22.1,Physical Inactivity,-119.9054123,37.58154637
AL,Alabama,Clay,21.5,Current Cigarette Smoking,-85.86066041,33.26930855
CA,California,Colusa,32.2,Obesity,-122.2381269,39.17767937
AK,Alaska,Northwest Arctic,20.7,Binge Drinking,-159.7222334,67.05279334
AR,Arkansas,Lawrence,30.6,Depression,-91.10720921,36.04120507
AR,Arkansas,Randolph,33.8,Physical Inactivity,-91.02760112,36.3412862
AL,Alabama,Geneva,40.2,Short Sleep Duration,-85.8396481,31.09503659
AR,Arkansas,Nevada,35.2,Physical Inactivity,-93.30711709,33.66330383
AR,Arkansas,Ashley,21.9,Frequent Mental Distress,-91.76846772,33.19123953
CA,California,Mariposa,33.1,Short Sleep Duration,-119.9054123,37.58154637
AL,Alabama,Walker,43.6,Short Sleep Duration,-87.29780924,33.80312536
AK,Alaska,Anchorage,19.5,Binge Drinking,-149.1125458,61.15048237
AR,Arkansas,Stone,36.9,Obesity,-92.15709888,35.8596285
AR,Arkansas,Craighead,33.1,Physical Inactivity,-90.63293368,35.83082466
AR,Arkansas,Sebastian,37.7,Short Sleep Duration,-94.27471154,35.19944871
AK,Alaska,Copper River,20.9,Binge Drinking,-143.9679895,61.88338372
AL,Alabama,Perry,22.5,Depression,-87.29427272,32.63847977
AL,Alabama,Crenshaw,20.8,Frequent Mental Distress,-86.31352718,31.7314522
AL,Alabama,Sumter,23.2,Depression,-88.19913564,32.59097551
AK,Alaska,Kusilvak,24.8,Frequent Mental Distress,-163.3858717,62.15661557
AK,Alaska,Matanuska-Susitna,26.3,Physical Inactivity,-149.5734591,62.31542313
AR,Arkansas,Crittenden,35.8,Physical Inactivity,-90.30822166,35.20540904
AR,Arkansas,Lee,44.9,Obesity,-90.78056557,34.78067126
AR,Arkansas,Carroll,18.1,Current Cigarette Smoking,-93.53829902,36.34095951
AL,Alabama,Bibb,15.6,Binge Drinking,-87.12659254,32.99846055
AL,Alabama,Lowndes,21.3,Depression,-86.65006118,32.15502624
AR,Arkansas,Fulton,25.1,Current Cigarette Smoking,-91.81788808,36.38162063
AR,Arkansas,Boone,37.6,Short Sleep Duration,-93.09168179,36.30864368
AR,Arkansas,Newton,39.2,Obesity,-93.21756298,35.92009606
AR,Arkansas,Baxter,21,Current Cigarette Smoking,-92.33695939,36.28699365
AL,Alabama,Madison,21.7,Physical Inactivity,-86.55035597,34.76300888
AL,Alabama,Autauga,37.3,Short Sleep Duration,-86.64281642,32.53500162
CA,California,Napa,32.9,Short Sleep Duration,-122.3306924,38.50670227
AZ,Arizona,La Paz,33.7,Obesity,-113.9815375,33.72925711
AL,Alabama,Montgomery,19.9,Frequent Mental Distress,-86.20769963,32.22070347
AL,Alabama,Talladega,43.5,Short Sleep Duration,-86.16547143,33.38006414
AZ,Arizona,Graham,19.3,Frequent Mental Distress,-109.8874027,32.93275534
AL,Alabama,Mobile,24.8,Depression,-88.2064091,30.77916929
AR,Arkansas,Sharp,25,Current Cigarette Smoking,-91.47966484,36.16125258
AR,Arkansas,Polk,30.1,Depression,-94.22822104,34.48585924
AL,Alabama,Russell,42.8,Short Sleep Duration,-85.18465818,32.28820999
AZ,Arizona,Navajo,36.3,Short Sleep Duration,-110.3214211,35.39975212
CA,California,Placer,18.7,Binge Drinking,-120.7179932,39.06330308
AR,Arkansas,Sharp,37.2,Physical Inactivity,-91.47966484,36.16125258
AL,Alabama,Etowah,21.1,Frequent Mental Distress,-86.03493196,34.04514494
AL,Alabama,Pike,20.7,Frequent Mental Distress,-85.94076271,31.80275353
US,United States,,23,Physical Inactivity,-95.7129,37.0902
CA,California,Solano,21.8,Physical Inactivity,-121.932781,38.26993756
CA,California,Orange,18.1,Binge Drinking,-117.761131,33.70279045
AL,Alabama,Lauderdale,18.3,Frequent Mental Distress,-87.65409839,34.90144385
AR,Arkansas,Randolph,36.1,Physical Inactivity,-91.02760112,36.3412862
CA,California,Kern,30.8,Physical Inactivity,-118.7300291,35.34282624
AL,Alabama,Shelby,35.1,Short Sleep Duration,-86.66086629,33.26452439
AL,Alabama,Randolph,20.4,Current Cigarette Smoking,-85.4593334,33.29386401
AL,Alabama,Tallapoosa,17.8,Frequent Mental Distress,-85.79725769,32.86258693
AR,Arkansas,Pike,37.1,Obesity,-93.65677607,34.16391754
CA,California,Sierra,32.6,Short Sleep Duration,-120.5164661,39.58029289
CA,California,Sierra,22.2,Depression,-120.5164661,39.58029289
AL,Alabama,Lawrence,27.6,Depression,-87.3108851,34.52167354
AR,Arkansas,Fulton,39.1,Short Sleep Duration,-91.81788808,36.38162063
AR,Arkansas,Clark,21.5,Current Cigarette Smoking,-93.17673085,34.05107572
AL,Alabama,Marshall,16.2,Current Cigarette Smoking,-86.30620232,34.36738471
AL,Alabama,Clarke,19.7,Frequent Mental Distress,-87.83086877,31.67684743
AK,Alaska,Nome,44.3,Short Sleep Duration,-164.0339199,64.91099017
CA,California,San Luis Obispo,9.8,Current Cigarette Smoking,-120.4044783,35.38711295
AK,Alaska,North Slope,39.7,Short Sleep Duration,-153.4793879,69.31356174
AR,Arkansas,Independence,39.6,Obesity,-91.57001126,35.74169981
AK,Alaska,Skagway,15,Frequent Mental Distress,-135.3360283,59.55927372
AR,Arkansas,Perry,30.2,Physical Inactivity,-92.93087926,34.94739198
CA,California,Alameda,14.6,Frequent Mental Distress,-121.8885665,37.64633114
AK,Alaska,Petersburg,16.1,Current Cigarette Smoking,-132.9362736,57.12150335
AR,Arkansas,Faulkner,16.9,Binge Drinking,-92.33187626,35.14717296
AL,Alabama,Franklin,34.4,Physical Inactivity,-87.84367502,34.44173888
AR,Arkansas,Bradley,26.5,Depression,-92.16248342,33.4666237
AR,Arkansas,Woodruff,40.9,Obesity,-91.2431471,35.18632224
AK,Alaska,Bristol Bay,18,Current Cigarette Smoking,-156.7001325,58.74402617
AL,Alabama,Baldwin,25.4,Physical Inactivity,-87.72262046,30.72774558
AR,Arkansas,Faulkner,16.1,Current Cigarette Smoking,-92.33187626,35.14717296
AR,Arkansas,Sebastian,18.9,Current Cigarette Smoking,-94.27471154,35.19944871
CA,California,El Dorado,16.1,Physical Inactivity,-120.5245841,38.77868751
AL,Alabama,St. Clair,26.1,Physical Inactivity,-86.31459052,33.71531939
AR,Arkansas,Washington,28.4,Physical Inactivity,-94.21567934,35.97884808
CA,California,Imperial,20.7,Depression,-115.365089,33.0401896
AL,Alabama,Winston,37.3,Short Sleep Duration,-87.37365805,34.14926571
AL,Alabama,Washington,41.4,Obesity,-88.20817141,31.40754999
AR,Arkansas,Jefferson,24.8,Depression,-91.93065044,34.26848761
CA,California,Mono,16.3,Frequent Mental Distress,-118.8874418,37.9391656
AL,Alabama,Greene,42.1,Physical Inactivity,-87.95194834,32.85304372
CA,California,Inyo,21.9,Depression,-117.4111126,36.51142269
AL,Alabama,Dallas,18.9,Current Cigarette Smoking,-87.10652061,32.32583068
AL,Alabama,Baldwin,15.7,Binge Drinking,-87.72262046,30.72774558
AL,Alabama,Macon,10.8,Binge Drinking,-85.69211983,32.38581264
